Applicant ID,Gender,Marital Status,Age,Employment Status,Employment History (Years),Annual Income,Co-applicant Income,Loan Amount Requested,Loan Term (Months),Credit History,Credit Score,Existing Loan EMI,Debt-to-Income Ratio,Property Area,Approval Status
2fd3dcb6-71d5-44e6-b37f-8167743187cc,Female,Single,49,Self-employed,15,126558,7262,87579,360,0,738,1529,0.23,Rural,1
01698810-d004-431e-8c85-6f3df10b143a,Female,Married,21,Employed,15,82006,42711,386465,180,0,578,671,0.19,Urban,0
5650d261-9b6d-46bd-a908-ae2af6031cbd,Male,Single,26,Employed,4,80320,34417,105264,60,1,714,1126,0.46,Urban,0
d309dcf3-2857-490b-8d43-3cae012ad827,Female,Single,60,Self-employed,7,65299,10145,142353,360,0,323,1218,0.28,Rural,1
09ce9a7d-f5bd-40b7-bde3-b156b58e0f56,Male,Married,50,Self-employed,12,108144,2666,106230,180,2,620,770,0.19,Rural,1
1f907ee1-85e7-45f2-bb89-3e7b555743cf,Male,Married,32,Unemployed,0,0,0,317124,60,2,411,1094,0.13,Urban,1
c27ccf19-7fed-4a10-9cf1-65e1579f8ea6,Female,Single,59,Employed,4,26967,45710,178266,240,0,438,1895,0.23,Urban,0
c2190b18-db7f-48a4-a029-b312c5fa2f06,Female,Single,26,Self-employed,30,46974,17867,250111,120,1,732,1614,0.29,Urban,0
63b6c234-c09c-4c98-bc38-10e451fa1ff7,Male,Single,22,Self-employed,6,143895,13705,159873,240,0,495,400,0.12,Rural,1
e2b88c22-0ece-4a6f-bbd3-8bdaffb91b0d,Male,Married,36,Employed,14,100086,17099,472474,360,0,818,1156,0.14,Rural,1
4f882a05-4fb5-475a-9f09-75165755493e,Male,Single,45,Unemployed,0,0,0,87834,360,2,372,893,0.12,Urban,1
b2218129-afa5-4820-88d7-25fcf583e09f,Male,Single,44,Employed,23,74899,28867,146903,60,2,700,410,0.18,Rural,0
d1183432-9aaf-4e87-9396-f03bbf86a5e6,Male,Single,47,Employed,26,84981,28764,480055,120,2,723,840,0.24,Semi-Urban,0
9351e3c4-354a-4a8f-959b-bdb3826ba6ef,Male,Single,32,Unemployed,0,0,0,285302,300,1,653,1246,0.38,Rural,1
f1f38f20-6ac1-44eb-b0be-ba339aca599f,Male,Married,47,Employed,19,80970,17167,85859,60,1,551,1783,0.11,Rural,1
ab8e710c-6d41-4f78-8bc5-d29835bf48d4,Male,Single,50,Employed,11,119051,41644,309555,60,2,644,874,0.32,Semi-Urban,0
06766b3b-d095-4a68-91e9-720a62a7b933,Female,Married,41,Self-employed,7,118652,46413,490847,240,0,485,1594,0.36,Urban,0
64b3b4ec-beb9-4ecd-848e-30bdeae3c2a1,Female,Married,41,Employed,22,37125,17455,162781,60,0,584,6,0.1,Semi-Urban,1
c84c7609-b116-410d-a913-ba2d8704ed8a,Male,Married,32,Unemployed,0,0,0,483602,120,2,799,1808,0.42,Semi-Urban,0
41e0a8b5-5c36-418b-813a-84f1ededbb05,Female,Single,27,Employed,11,120454,12071,388462,60,0,606,362,0.31,Semi-Urban,1
207afc80-3fc7-4e31-8976-00d0cccd3976,Female,Married,50,Unemployed,0,0,0,372262,60,0,706,194,0.25,Urban,1
e77447c5-26d8-4ed1-ae3a-466e4adfd8be,Female,Single,52,Unemployed,0,0,0,268592,60,1,507,993,0.48,Rural,0
6853dd86-f042-47b8-bf71-d4c98adac651,Female,Single,60,Self-employed,0,83677,36792,135495,180,0,439,675,0.43,Rural,1
e6a98fe5-89a9-4c94-a02c-0464d02d0d02,Male,Married,27,Employed,11,149783,23089,157383,360,1,766,1383,0.37,Rural,1
1c2dec87-407c-4bf2-af4b-7ff66154bd3b,Female,Married,43,Unemployed,0,0,0,369193,180,1,581,1679,0.17,Semi-Urban,1
a34a8072-6d62-4b9a-9050-1cb63b4f06f1,Female,Married,36,Employed,28,109115,24358,302980,120,1,724,632,0.22,Rural,0
702325f5-bc79-4c38-9d23-af640aeb5ef0,Female,Married,36,Employed,12,54824,31587,176972,120,0,347,637,0.15,Rural,1
be965342-342b-40be-b98e-7f9ce6155cd2,Female,Married,50,Self-employed,9,63468,46879,385732,360,1,406,1392,0.15,Rural,1
93d5d7f9-5511-49b9-94c6-dc4e5c966465,Female,Single,55,Self-employed,15,74381,24604,97699,180,0,775,483,0.22,Semi-Urban,1
d356dc03-e38c-4931-aede-47f2602bab07,Female,Married,24,Employed,6,69360,19053,440662,300,1,391,345,0.37,Urban,1
c7ad34fb-496c-4c32-af53-d08289ce6f7a,Female,Single,21,Unemployed,0,0,0,213507,360,2,757,93,0.46,Urban,1
a8465b67-1591-4a41-93ac-81d5d2d12399,Male,Single,44,Employed,18,80992,25687,295292,180,1,728,230,0.25,Urban,0
32336aa2-804e-48b0-9062-fda7a63ffb58,Female,Married,58,Unemployed,0,0,0,419606,180,1,312,275,0.15,Rural,1
182b901c-9f4f-406c-817d-da93b91641e1,Male,Single,57,Unemployed,0,0,0,418014,180,2,703,324,0.26,Rural,1
bd25c7f9-1bf9-471f-be26-ddd46f8ba22a,Male,Single,54,Unemployed,0,0,0,250039,300,0,355,1370,0.19,Urban,1
932d4f88-f3e7-4498-b3e8-f867804fdd19,Female,Single,29,Self-employed,25,74752,9923,457873,360,0,730,788,0.23,Urban,0
148a7855-ad42-4b5c-9b6c-29e121aef47e,Male,Single,30,Employed,13,93370,7409,292481,120,0,576,939,0.19,Urban,1
3c51986b-b2ba-487b-8a80-cc13aa203ea2,Male,Married,23,Unemployed,0,0,0,236013,60,0,540,763,0.23,Urban,1
8bec4b66-55b3-4c43-ab49-653c59455b75,Female,Married,26,Employed,10,126476,32648,319644,300,0,307,1404,0.45,Semi-Urban,1
4d2bb74c-2324-4a8c-942a-4ecd361f5b08,Male,Single,34,Employed,29,116507,2281,160825,120,0,586,644,0.49,Rural,1
e2fd27af-6183-45e0-b3a6-177559ae3b80,Male,Married,42,Unemployed,0,0,0,89744,120,0,843,1015,0.42,Semi-Urban,0
d0ce3832-0a40-404d-9373-44a8f805f805,Female,Single,44,Unemployed,0,0,0,198145,300,1,446,1454,0.38,Urban,1
37e11465-8fc4-4709-8aea-a6270904c2df,Female,Married,44,Employed,14,24606,2791,384770,300,2,659,207,0.43,Rural,1
b71da750-9c1f-45d7-8ae0-fd31d81d45dd,Female,Married,52,Unemployed,0,0,0,466002,60,1,347,1323,0.22,Semi-Urban,1
13792deb-b37b-4bbb-93c7-7c616ad0c2d8,Female,Married,29,Self-employed,13,59730,25369,405979,360,2,356,1622,0.43,Semi-Urban,0
168fe57a-e59a-4cc7-985b-49eaa249afa8,Female,Single,46,Employed,18,136027,42101,341020,60,0,635,45,0.13,Semi-Urban,1
cdaeeda6-b303-4887-aa12-939ed38854f9,Male,Single,38,Unemployed,0,0,0,497049,120,1,324,1253,0.11,Urban,1
77751a18-38a0-4807-94f9-4308eab239c6,Male,Single,40,Unemployed,0,0,0,341640,120,2,568,1291,0.2,Rural,1
c4dca660-cdec-41ba-a32c-f802c00ed69b,Male,Single,33,Employed,14,62420,43429,281024,300,1,449,593,0.25,Semi-Urban,1
9550bdfb-5d31-4985-b4c2-d09ace5ffddc,Male,Single,32,Employed,4,97840,27237,366299,300,2,386,1267,0.27,Urban,0
befbecff-a4d7-467e-9f67-5c670a44a5ec,Male,Single,34,Unemployed,0,0,0,158676,60,1,496,1418,0.24,Rural,1
c68ca100-d907-4855-958c-742f74bad737,Male,Married,24,Employed,4,122643,15081,383460,120,1,459,803,0.31,Semi-Urban,1
325087ae-b429-4800-9112-711ea8c04b19,Male,Married,60,Unemployed,0,0,0,401462,360,1,678,1080,0.5,Urban,1
a7df5c00-9187-4e56-bcbe-e6c5376bbf55,Female,Married,44,Self-employed,25,49308,32828,202317,360,0,612,237,0.49,Rural,0
b9251b0b-49b5-408a-b7db-c7368c5281af,Male,Married,32,Unemployed,0,0,0,54947,180,2,813,1317,0.45,Semi-Urban,1
edf59d35-458f-44cc-99d3-0e781c4b53d7,Male,Single,24,Self-employed,24,147902,6993,360998,180,2,599,1876,0.23,Rural,1
4aedf4c2-6a78-4d3e-9885-249a100206ae,Male,Married,41,Unemployed,0,0,0,179594,180,2,350,678,0.47,Rural,1
18d54a52-f43e-4977-b4d0-c89a28656b0e,Male,Single,33,Self-employed,12,98358,16004,246612,60,0,750,149,0.49,Urban,1
9c78f6a3-2e26-48ea-8ad7-db18f3520650,Male,Single,58,Unemployed,0,0,0,167383,300,1,776,612,0.43,Semi-Urban,1
90ea9854-73ab-4d0d-9f9d-9e8f53e61511,Male,Single,22,Self-employed,8,62933,39019,396273,60,1,730,54,0.14,Rural,1
e4a3a75f-0991-4f09-a2fc-39fcc8e23ba0,Female,Single,59,Self-employed,30,66008,3568,66181,240,0,582,1874,0.28,Rural,1
7c8ce10a-2416-40d2-9eae-b3c1068a35c1,Male,Single,50,Unemployed,0,0,0,87972,120,1,451,1227,0.16,Urban,1
a8ed8ae4-7273-41d0-ba17-2948528c682d,Male,Single,53,Self-employed,18,140833,25037,118808,180,2,632,1099,0.43,Rural,1
3e9f2aa1-e1cd-44ad-a272-4575eaefabd9,Male,Married,40,Self-employed,9,39112,49,376522,300,0,522,1901,0.5,Urban,1
583f36ee-4ead-4f30-bc96-aff936b407b1,Female,Single,26,Self-employed,25,75220,24331,193162,120,2,702,1326,0.2,Semi-Urban,0
f8b01bf8-a968-4f34-811f-7670e4de8605,Female,Married,52,Unemployed,0,0,0,419761,240,1,558,1884,0.29,Urban,1
c04231cd-3d05-4a60-902d-fa6f6699b5fd,Female,Married,57,Employed,28,109295,48660,438352,360,1,364,1263,0.37,Urban,0
ea47376b-8873-4000-a550-82b49ee95906,Female,Single,32,Employed,3,113199,1168,456061,360,0,403,1636,0.25,Semi-Urban,0
3c7304a0-6ad3-4169-91c8-27b791b41123,Male,Married,44,Employed,15,98751,23284,385457,360,1,511,1501,0.32,Semi-Urban,0
e44486de-3b82-4e48-a980-d7783e6f3eba,Male,Single,28,Employed,15,112988,41372,149909,180,2,848,846,0.41,Rural,1
0f2c65ad-cbec-4484-b1ef-4999168a05dc,Male,Single,20,Unemployed,0,0,0,74139,120,2,434,869,0.44,Urban,1
85ac66ff-7025-49d7-a01b-3cfee811fe4b,Female,Married,36,Self-employed,4,40163,32122,306356,180,0,329,268,0.28,Urban,1
e8f762af-d736-4199-8b18-487268abff09,Male,Married,27,Employed,9,133923,33426,265129,180,2,374,1126,0.27,Semi-Urban,1
448cab69-a170-4525-897a-a89190aa2552,Male,Single,35,Employed,12,28418,12831,357898,60,1,661,842,0.31,Urban,0
3b5a22cc-d295-46e5-92a1-4b54f6b2b611,Male,Single,20,Unemployed,0,0,0,173909,240,1,436,1813,0.19,Semi-Urban,0
2c6d887b-b3d1-4219-b951-20ee607aed4f,Female,Married,27,Self-employed,11,108204,17346,124099,180,2,676,1152,0.16,Urban,1
2c55186f-aeb1-4ae5-9f4e-10652317b931,Male,Married,48,Employed,14,85313,44964,175160,300,1,643,599,0.3,Semi-Urban,1
07ae1ac9-f139-455d-8dc5-2589ef133ccf,Female,Married,46,Self-employed,3,91593,42203,368046,60,1,810,599,0.19,Urban,0
143fefef-01d7-4935-b93d-5ba344770365,Male,Married,54,Employed,19,40768,30962,332116,300,0,787,265,0.46,Semi-Urban,1
10100b93-d71a-4c0f-81bb-b6e192f641ab,Male,Married,22,Self-employed,20,108045,19884,440757,120,0,736,1881,0.29,Urban,1
f1254df1-5a00-4f91-89fa-a577436bd465,Male,Single,60,Employed,11,96882,11538,251011,300,2,698,855,0.12,Urban,0
0bc872bb-d3e6-4ddc-bb3e-dcb23aa1327f,Female,Single,55,Employed,30,80302,3748,409842,180,1,515,505,0.23,Rural,1
7190d36d-3ecc-4e56-a058-5cf8b986097d,Female,Married,58,Employed,6,45795,46013,437558,240,2,836,97,0.37,Semi-Urban,1
ef5bd588-0ed4-450c-9022-e516d3cf87ff,Female,Single,51,Employed,27,90945,39727,257997,240,0,790,716,0.48,Rural,1
fed452db-e424-4349-9be2-ad886ddb68d3,Male,Married,47,Unemployed,0,0,0,379655,120,1,355,1615,0.36,Rural,0
0cb5a3e0-2bcf-45b8-8f3f-2208f32519bf,Female,Single,56,Unemployed,0,0,0,115730,120,1,635,1853,0.23,Rural,0
fe1165b9-eaf7-4d73-8539-fd1c3ca9d381,Male,Single,56,Unemployed,0,0,0,461725,120,1,712,1270,0.23,Rural,1
2d208559-808d-4fb6-9352-803b80e06bfd,Male,Married,60,Unemployed,0,0,0,484312,300,1,605,977,0.18,Urban,0
4649ea38-474e-4f8f-8310-40b9466eccd8,Male,Married,55,Self-employed,2,22632,24388,201656,360,0,751,1477,0.41,Rural,1
3fd8fedc-f5ae-4f2d-b125-654d29311897,Male,Single,54,Self-employed,9,98815,47358,429536,120,0,760,700,0.13,Rural,0
90577b26-cabf-4e61-aabb-894502d127d1,Male,Single,52,Employed,1,117854,8520,56265,120,2,765,569,0.26,Rural,1
7d81a5b4-c748-42fc-b37b-4f12855548ea,Male,Single,30,Self-employed,14,142604,2787,322594,300,2,747,1237,0.25,Semi-Urban,1
d7a0618a-c92e-4109-a6c4-5f78c57c9de9,Female,Married,54,Self-employed,7,131613,20044,59619,60,0,788,724,0.29,Rural,1
32544e84-7f18-483f-939d-c5ab187221f0,Female,Married,54,Employed,27,140065,33704,495211,120,2,323,1570,0.14,Rural,0
60bd2ed8-ad27-4a03-87fe-ab115b50c124,Male,Married,26,Unemployed,0,0,0,77450,360,2,816,687,0.18,Semi-Urban,1
8a93ff26-c328-4a2d-8c22-b2a803a44e64,Male,Single,36,Unemployed,0,0,0,149871,360,1,355,440,0.35,Rural,0
66208bd8-1c69-4e6e-b854-e0cf37849e54,Male,Married,56,Employed,28,107603,7212,182660,60,1,756,560,0.19,Urban,1
80b2ffec-f4e5-4a2e-98cd-333096543958,Female,Married,35,Unemployed,0,0,0,424615,240,0,666,466,0.16,Rural,0
f76cdda0-73a3-4cba-9160-e30708d55307,Male,Married,59,Employed,4,109544,36933,304362,360,1,753,226,0.25,Rural,1
f0280619-19b5-4316-a89c-c8c9dde33407,Male,Single,30,Unemployed,0,0,0,264013,120,2,463,1659,0.49,Rural,0
3eeb0231-f9c5-45be-8823-da7d32416c7f,Male,Single,60,Employed,23,141056,42175,51329,120,1,633,790,0.34,Urban,1
9f8e089a-7c08-4e32-892d-e67a1e39b716,Male,Married,42,Self-employed,27,31257,44519,169658,360,1,581,914,0.38,Rural,1
86d3589c-85fb-4b05-a424-eaca0640e56d,Female,Single,47,Employed,18,118714,166,412211,180,0,652,1038,0.48,Semi-Urban,1
b0bfcd4e-a58d-4d55-afa1-40fc3ec203b9,Female,Married,47,Employed,10,126647,40019,381821,180,2,819,1816,0.42,Rural,1
3e5f0c79-164d-453d-82b8-2e336f946eac,Female,Single,41,Employed,27,53135,17899,175285,360,1,516,1622,0.42,Semi-Urban,1
ee3417d8-6c7d-4db8-b458-75c4cd21399d,Female,Married,32,Self-employed,27,110166,44746,140138,300,2,429,263,0.21,Urban,1
15ac21a8-dd7c-420c-8d75-780a7800474a,Male,Married,60,Unemployed,0,0,0,205231,180,0,835,827,0.26,Semi-Urban,1
95939e68-2a60-4578-902b-f2b4b4df2e6a,Female,Single,22,Self-employed,7,126361,12489,460862,360,1,726,1699,0.12,Rural,1
e670945b-4beb-4988-a294-2b54d8eaebd7,Female,Single,43,Self-employed,20,46614,16612,456217,300,0,582,1837,0.14,Rural,1
2fde35c3-6cdd-401d-a7be-82e238d6f63c,Male,Married,57,Self-employed,21,102668,34213,292664,360,2,610,1648,0.31,Urban,1
9dcd87e1-7955-4fda-8234-a501b71f274a,Female,Married,44,Employed,15,149499,28767,255710,300,2,745,702,0.3,Semi-Urban,0
334e8058-5c8c-4bec-8eaa-8ddb159c1da8,Male,Married,36,Unemployed,0,0,0,190577,180,2,306,320,0.3,Urban,1
1a452467-5f53-4425-8872-2ecb949ad934,Male,Married,50,Unemployed,0,0,0,224607,120,2,624,1357,0.37,Semi-Urban,1
008611ef-b5e7-44c7-9439-b93848598231,Male,Single,29,Unemployed,0,0,0,263452,240,2,682,807,0.2,Rural,1
1718fce1-47de-4b00-9820-f10e2eb12bee,Female,Single,49,Self-employed,5,80650,13284,313253,120,1,759,666,0.23,Urban,1
69e5028f-580c-4a83-aea7-db81f082f1db,Male,Single,23,Self-employed,13,99766,840,473976,120,1,845,963,0.21,Rural,1
33f5b818-c1c6-4771-a179-a2edfb551f13,Female,Married,39,Unemployed,0,0,0,362252,60,1,633,1759,0.12,Rural,1
96bc0e06-ce06-4972-b71e-09208c5c1b74,Female,Single,44,Unemployed,0,0,0,113613,60,1,383,1812,0.17,Rural,0
57a084c8-5448-44d5-9cbf-4efb61cc0bfa,Female,Married,30,Self-employed,30,76484,49880,478137,60,0,625,1739,0.26,Urban,1
3b9d89d1-9593-46b7-8974-6a26bbc7fd8c,Male,Married,22,Unemployed,0,0,0,201260,120,1,512,828,0.37,Rural,0
00c4bbeb-fc27-4f77-b37e-146c05580ce3,Male,Single,46,Unemployed,0,0,0,79662,240,0,665,813,0.39,Rural,0
a3fa52f9-4ed3-47e9-a5fb-48525930935f,Female,Single,33,Unemployed,0,0,0,50643,180,2,643,310,0.11,Urban,1
e9d07f5f-b992-4703-b6fc-6fa5dcd35910,Male,Married,25,Self-employed,11,34344,6665,97791,300,2,670,1392,0.43,Urban,0
c935f76c-e85e-4f2c-8e14-fd73c4eb71a2,Male,Single,38,Unemployed,0,0,0,384098,240,0,757,372,0.16,Rural,1
6fc7dee6-43c8-4d27-a51e-8823b98a8e14,Male,Married,42,Employed,29,25113,329,133886,120,1,321,711,0.5,Rural,1
2e193f75-4795-4513-8c8b-fe4f7372ecca,Male,Single,44,Unemployed,0,0,0,105810,240,1,401,967,0.4,Urban,1
2fc42b22-80d8-4d26-9d4c-6761cb6a5efa,Male,Single,49,Employed,7,116344,9614,496515,240,2,672,1209,0.38,Semi-Urban,1
b68554f4-93be-40d1-8e8c-a504f1729dc1,Female,Married,47,Unemployed,0,0,0,62829,60,1,324,367,0.18,Semi-Urban,1
6a79502e-d4a5-45b6-aa65-724ded5a6848,Male,Single,60,Self-employed,4,97415,4191,300140,180,2,733,794,0.42,Semi-Urban,1
508707ac-d4d1-4568-8c69-7bea0e781f87,Female,Married,29,Self-employed,15,53125,20848,150949,120,0,523,265,0.33,Urban,1
7018382e-eee1-490c-9b92-f13f59cf6f21,Female,Single,50,Employed,1,120163,30833,244673,60,2,469,1520,0.16,Rural,1
64099979-4721-46a2-94ed-532495fe675b,Male,Single,27,Self-employed,10,69071,2206,416465,60,1,629,566,0.17,Rural,1
3091d17d-61a9-4a4a-9b8b-47098de13356,Male,Married,56,Self-employed,1,27455,29071,426087,360,2,375,1846,0.15,Semi-Urban,1
e98eda4e-6266-4e91-a077-1f8309f0a6c9,Female,Single,31,Employed,20,100475,40870,136357,300,1,796,558,0.4,Urban,0
3fd355e9-133a-49a6-8e0a-e5c915680cd9,Female,Single,26,Unemployed,0,0,0,71228,120,2,658,451,0.15,Urban,1
64319641-e6f0-48d0-96cf-36cccaaecefd,Male,Married,45,Unemployed,0,0,0,230318,300,1,528,1340,0.21,Rural,1
28386b94-7ffe-4bcf-a4da-c82a7978e12e,Male,Married,42,Self-employed,9,55262,2273,232611,360,1,480,565,0.48,Semi-Urban,1
8405273e-59f3-4005-affa-bbffa1ba16a0,Male,Single,40,Employed,21,29587,10614,82742,60,2,662,1211,0.4,Semi-Urban,1
deec9522-adf1-4d36-b9a4-9f626d115d07,Male,Married,54,Unemployed,0,0,0,226881,240,2,347,1161,0.11,Semi-Urban,1
316b1c5d-0f8a-4a17-93bb-4577cbf5d888,Female,Married,59,Unemployed,0,0,0,495038,300,2,761,645,0.44,Rural,0
ec570dd8-9ad5-4bd3-9fd7-8fee37fe5c54,Female,Single,22,Employed,15,20065,30985,119486,300,0,502,83,0.18,Semi-Urban,0
c10d33b3-aced-4ac5-bf58-8d5ab18e3049,Male,Single,29,Employed,20,128438,40337,333805,240,1,629,253,0.4,Rural,1
92e5c8bd-0a4d-4093-ac83-b9bcf4f2db1a,Female,Single,40,Self-employed,28,20425,34283,206304,60,2,309,940,0.29,Rural,1
a804efc1-1b8a-49ce-aa74-5d114b72db29,Male,Married,37,Employed,5,89727,34048,167783,120,0,395,1270,0.35,Rural,1
825c7d62-82f7-4fb8-a9c9-e8a378a99f62,Female,Married,20,Employed,6,40174,27192,108817,300,2,765,160,0.14,Semi-Urban,1
40bf024a-82a2-4d7e-a5d5-6d661a59525f,Male,Single,24,Self-employed,4,110997,30698,446466,60,1,786,1501,0.1,Semi-Urban,0
41d3da7f-2d1d-4889-abb8-d687ad829848,Male,Married,38,Unemployed,0,0,0,458761,360,1,374,1396,0.34,Semi-Urban,1
e9158e71-d6c2-4c05-9620-5b3a8d108252,Male,Married,32,Employed,22,104351,3116,194447,60,2,422,1192,0.49,Rural,1
0c3b98d3-5308-4fd1-ad31-2c41d7b40583,Female,Single,26,Unemployed,0,0,0,104463,60,2,728,352,0.49,Urban,1
f852cf40-03be-4b71-87a8-24f58957d3fb,Male,Single,58,Employed,23,133726,22747,111148,300,2,684,1304,0.37,Rural,1
a634eb30-a14b-4a49-865c-410278ca6a9e,Male,Single,52,Unemployed,0,0,0,305190,60,1,414,221,0.13,Rural,1
ded916ca-18fd-403d-8668-2b22292918aa,Male,Married,28,Unemployed,0,0,0,117659,180,2,593,1509,0.27,Rural,0
745d440e-20c2-491d-a03f-7f433331c561,Male,Married,46,Employed,24,31045,19305,100736,60,0,633,594,0.41,Rural,1
1273e5ac-7084-4459-8cd9-4ab3c62fd80e,Female,Married,51,Employed,9,128067,36060,485248,180,1,813,1328,0.26,Urban,1
57264dcc-6b65-483a-8bbc-076e13fbf79c,Male,Married,27,Employed,0,90313,33759,220916,360,1,596,357,0.49,Semi-Urban,1
f8e1c027-18ae-45bc-84c3-634c55f141e8,Female,Single,39,Self-employed,1,49252,34706,386242,300,1,764,1595,0.47,Semi-Urban,1
32dd312d-f3a6-4892-bd09-f2b0ce2ab6f1,Male,Single,60,Employed,22,38128,32401,358927,360,1,375,339,0.14,Semi-Urban,1
36329583-2035-4123-852d-998227e987c8,Male,Married,53,Employed,2,48641,30244,498774,240,0,323,1156,0.36,Rural,0
1c7eb694-f624-4903-9e68-0a50fe8989a7,Female,Single,60,Employed,6,70189,40490,107794,300,2,844,267,0.44,Urban,1
950fc059-7471-4c6c-9baa-c5d73aedca4e,Female,Married,22,Unemployed,0,0,0,269356,360,1,357,1670,0.47,Rural,1
51d3eef0-e5bb-4588-b875-90c761bba5ed,Male,Married,34,Unemployed,0,0,0,62694,60,0,539,628,0.35,Semi-Urban,1
8e5c94a2-0a9c-4c8b-bed1-68d608509085,Female,Married,52,Self-employed,12,77790,29946,393149,360,0,716,369,0.16,Rural,1
02734aea-8dde-4428-8554-288ef1820dd5,Male,Single,43,Unemployed,0,0,0,168359,300,0,574,1414,0.3,Rural,1
3a88487b-0ad7-4e39-83b2-530be7d80664,Male,Single,60,Self-employed,8,98466,16573,250545,300,0,369,765,0.46,Rural,1
f35e6b8b-5741-42b9-a9f6-634bbc45aeda,Male,Single,50,Employed,3,95559,9577,268976,300,1,579,454,0.11,Urban,0
4e0e5d3f-b0a2-4fe0-87bc-de3a1c0352af,Female,Married,48,Employed,0,146999,34533,473012,300,2,598,1865,0.43,Semi-Urban,1
99964a9e-85ee-4f35-966a-412bba80e48e,Female,Single,31,Self-employed,30,30488,48051,400565,180,2,315,1538,0.34,Semi-Urban,1
8ea45fa5-0540-4a1b-9487-4d0af66096f9,Male,Single,59,Unemployed,0,0,0,233331,180,2,606,1623,0.25,Urban,1
8b1a20ae-91cf-45c2-a4cf-f5a3b93b3a99,Male,Married,37,Unemployed,0,0,0,63689,180,1,794,1987,0.34,Semi-Urban,1
952036f0-8f4e-43e4-94cc-7d2567af195f,Female,Single,34,Unemployed,0,0,0,482295,180,0,420,1227,0.26,Urban,0
5692dbfb-b745-45f8-a446-a60b8ec3d188,Male,Married,60,Employed,5,58041,17895,276465,60,1,812,441,0.34,Semi-Urban,1
0192ac9b-57b3-4db5-8cd1-569e19ea1108,Male,Single,43,Employed,28,54866,28301,222322,240,0,610,1501,0.12,Rural,1
381d22c4-0eaa-42c6-a565-23bfd8d0a46d,Female,Single,54,Self-employed,17,119136,39342,266920,180,2,530,184,0.37,Urban,1
96bc4b29-7036-4e08-906d-7e232f5c3962,Female,Married,40,Self-employed,21,85706,7700,50835,300,1,849,1367,0.31,Semi-Urban,0
33c0178f-8c59-4b7b-87b0-a0f2b2b02576,Female,Single,39,Self-employed,9,131988,7236,267822,240,0,439,1005,0.46,Rural,0
b9259c1f-b153-4052-8b25-2c8443ef36b0,Female,Single,54,Employed,28,38597,45788,335980,120,0,346,476,0.18,Semi-Urban,0
990a3bfa-f465-45e0-a5e8-624973f981ca,Female,Married,52,Unemployed,0,0,0,144499,360,0,380,1343,0.41,Rural,1
f613066d-3e68-4f4c-9d3a-f543ebc174b3,Female,Single,49,Self-employed,20,90954,20488,184080,120,2,322,1211,0.29,Rural,1
d9d7a495-a517-440b-a0d7-acf5c3fb2451,Male,Single,56,Self-employed,27,28505,35934,418085,120,2,710,1395,0.11,Semi-Urban,0
3cbf91c9-a162-42dd-b909-85da8db15681,Female,Single,29,Self-employed,14,62214,16089,391375,120,1,765,755,0.3,Urban,1
b0ef00dc-2820-4bef-af6b-8a570bbfb242,Female,Single,29,Self-employed,6,21929,5741,365749,60,1,791,1356,0.27,Urban,1
fadd7004-8967-4e57-b1a9-e15e3cdb47ca,Male,Single,57,Self-employed,22,69922,40500,117296,120,1,736,1081,0.23,Semi-Urban,1
b5ba536c-9a38-468a-8547-60fdfe26cabb,Female,Married,39,Employed,8,142577,31852,214166,240,1,845,1189,0.46,Urban,1
28a9c217-8ae3-4091-a552-ef9ea5761c50,Male,Single,42,Unemployed,0,0,0,180376,180,1,610,953,0.45,Rural,1
0e693d0b-6bc1-4e6a-8d9e-312e159f57f6,Female,Single,37,Unemployed,0,0,0,157421,300,2,819,1837,0.26,Urban,1
d382bb74-2f8a-45f0-a488-809dc51e9bb8,Male,Single,30,Unemployed,0,0,0,65072,120,2,686,767,0.25,Semi-Urban,1
c1beabeb-165d-4092-87da-8b973237ec56,Female,Married,33,Unemployed,0,0,0,399647,120,0,626,1964,0.44,Semi-Urban,1
0d34bdc2-b979-4a04-9522-812eb821c6cc,Male,Married,49,Unemployed,0,0,0,60088,240,0,828,46,0.31,Rural,1
3bc9400e-22c9-425e-95fc-f6842a0b6d82,Male,Married,27,Unemployed,0,0,0,249977,60,0,699,1160,0.2,Semi-Urban,0
4aa71af8-fe61-4c4a-a46c-f86d1aa9566e,Female,Single,48,Self-employed,24,50824,42988,296654,300,0,359,1896,0.15,Urban,0
3cb5b8ab-bf1a-47b3-b30d-2f32fb56986c,Male,Single,22,Self-employed,6,108744,29771,90029,240,2,727,815,0.19,Urban,1
44deb62b-c40f-4e7f-9afc-32eeb67c4193,Male,Single,49,Employed,30,140105,14004,395517,180,2,799,1151,0.16,Semi-Urban,1
6d20e6ad-dbbb-4ad8-877f-44fc423f70ed,Female,Married,46,Employed,16,143202,912,176364,180,1,747,397,0.43,Semi-Urban,0
ab0bfb9e-0965-45bc-b62e-6e915a5b595a,Female,Married,26,Self-employed,1,140801,41480,216676,60,1,793,1398,0.44,Urban,1
72e7f07d-bcc4-4880-95f9-ce5034aab615,Female,Single,30,Unemployed,0,0,0,181778,180,2,628,802,0.27,Rural,1
2c5f7a1e-7698-4cbc-89e5-791862dd08d6,Male,Single,48,Unemployed,0,0,0,443117,360,2,375,1105,0.32,Rural,0
1ec5b418-3213-470b-96e1-da8d55df1420,Male,Single,27,Unemployed,0,0,0,347048,360,0,849,651,0.24,Semi-Urban,0
